"DRS","Time","base","virus","tipo","widow","dt_event","wis","overprediction","underprediction","dispersion","ae_median","cov_50","cov_95"
"RIBEIRÃO PRETO",32,"2023-06-14","covid","com_atraso",30,2023-05-30,0.75,0.2,0,0.55,1,1,1
"RIBEIRÃO PRETO",15,"2023-06-14","covid","corte 3 semanas",10,2023-05-30,1.23075,0,0.4,0.830749999999999,2,1,1
"RIBEIRÃO PRETO",34,"2023-06-14","covid","corte 3 semanas",30,2023-05-30,1.28,0,0.2,1.08,1,1,1
"RIBEIRÃO PRETO",12,"2023-06-14","covid","mediana",10,2023-05-30,1.57,0.4,0,1.17,2,1,1
"SOROCABA",12,"2023-06-14","covid","com_atraso",10,2023-06-06,1.5,0,1,0.5,3,0,1
"SOROCABA",32,"2023-06-14","covid","com_atraso",30,2023-06-06,1.67,0,1.4,0.27,3,0,1
"SOROCABA",15,"2023-06-14","covid","corte 3 semanas",10,2023-06-06,3.10025,0.3,0,2.80025,1.5,1,1
"SOROCABA",35,"2023-06-14","covid","corte 3 semanas",30,2023-06-06,5.65225,0.9,0,4.75225,4.5,1,1
"SOROCABA",12,"2023-06-14","covid","mediana",10,2023-06-13,0.9,0.2,0,0.7,1,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-06-14","covid","com_atraso",10,2023-06-11,3.82,0,3.4,0.42,7,0,1
"SÃO JOSÉ DO RIO PRETO",32,"2023-06-14","covid","com_atraso",30,2023-06-11,3.48,0,3.2,0.28,6,0,1
"SÃO JOSÉ DO RIO PRETO",15,"2023-06-14","covid","corte 3 semanas",10,2023-06-10,3.07225,0.6,0,2.47225,3,1,1
"SÃO JOSÉ DO RIO PRETO",35,"2023-06-14","covid","corte 3 semanas",30,2023-06-10,3.79025,0.5,0,3.29025,2.5,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-06-14","covid","mediana",10,2023-06-06,1.68025,0.2,0,1.48025,1,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-06-14","covid","com_atraso",10,2023-06-06,0.46,0,0.2,0.26,1,1,1
"SÃO JOÃO DA BOA VISTA",32,"2023-06-14","covid","com_atraso",30,2023-06-06,0.46,0,0.2,0.26,1,1,1
"SÃO JOÃO DA BOA VISTA",15,"2023-06-14","covid","corte 3 semanas",10,2023-06-10,1.15,0,0.8,0.35,2,0,1
"SÃO JOÃO DA BOA VISTA",35,"2023-06-14","covid","corte 3 semanas",30,2023-06-10,1.29,0,1,0.29,3,0,1
"SÃO JOÃO DA BOA VISTA",12,"2023-06-14","covid","mediana",10,2023-06-13,1.31,0.4,0,0.91,2,1,1
"TAUBATÉ",12,"2023-06-14","covid","com_atraso",10,2023-06-07,7.51,0,7,0.51,11,0,0
"TAUBATÉ",32,"2023-06-14","covid","com_atraso",30,2023-06-07,7.9,0,7.4,0.5,11,0,0
"TAUBATÉ",15,"2023-06-14","covid","corte 3 semanas",10,2023-06-07,4.5405,0,0.8,3.7405,4,1,1
"TAUBATÉ",35,"2023-06-14","covid","corte 3 semanas",30,2023-06-07,13.86925,2.2,0,11.66925,11,1,1
"TAUBATÉ",12,"2023-06-14","covid","mediana",10,2023-06-07,5.36,0,4.8,0.56,10,0,1
"ARARAQUARA",12,"2023-06-20","covid","com_atraso",10,2023-06-07,0.27,0,0,0.27,0,1,1
"ARARAQUARA",32,"2023-06-20","covid","com_atraso",30,2023-06-07,0.25,0,0,0.25,0,1,1
"ARARAQUARA",15,"2023-06-20","covid","corte 3 semanas",10,2023-06-06,0.7505,0,0,0.7505,0,1,1
"ARARAQUARA",34,"2023-06-20","covid","corte 3 semanas",30,2023-06-06,0.871249999999999,0,0,0.871249999999999,0,1,1
"ARARAQUARA",12,"2023-06-20","covid","mediana",10,2023-06-07,0.69,0.2,0,0.49,1,1,1
"ARAÇATUBA",12,"2023-06-20","covid","com_atraso",10,2023-05-30,0.37,0,0,0.37,0,1,1
"ARAÇATUBA",32,"2023-06-20","covid","com_atraso",30,2023-05-30,0.38,0,0,0.38,0,1,1
"ARAÇATUBA",15,"2023-06-20","covid","corte 3 semanas",10,2023-05-24,1.08025,0,0.8,0.28025,2,0,1
"ARAÇATUBA",34,"2023-06-20","covid","corte 3 semanas",30,2023-05-24,1.64,0,1.4,0.24,3,0,1
"ARAÇATUBA",12,"2023-06-20","covid","mediana",10,2023-05-30,1.69025,1,0,0.69025,3,0,1
"BAIXADA SANTISTA",12,"2023-06-20","covid","com_atraso",10,2023-06-15,0.44025,0,0.2,0.24025,1,1,1
"BAIXADA SANTISTA",32,"2023-06-20","covid","com_atraso",30,2023-06-15,0.74,0,0.6,0.14,1,0,1
"BAIXADA SANTISTA",15,"2023-06-20","covid","corte 3 semanas",10,2023-06-08,0.35025,0,0,0.35025,0,1,1
"BAIXADA SANTISTA",35,"2023-06-20","covid","corte 3 semanas",30,2023-06-08,0.52025,0,0,0.52025,0,1,1
"BAIXADA SANTISTA",12,"2023-06-20","covid","mediana",10,2023-06-15,0.61,0,0.2,0.41,1,1,1
"BARRETOS",11,"2023-06-20","covid","com_atraso",10,2023-06-13,0.47,0.2,0,0.27,1,1,1
"BARRETOS",32,"2023-06-20","covid","com_atraso",30,2023-06-13,0.46,0.2,0,0.26,1,1,1
"BARRETOS",15,"2023-06-20","covid","corte 3 semanas",10,2023-06-07,1.3125,0,0.4,0.912499999999998,2,1,1
"BARRETOS",34,"2023-06-20","covid","corte 3 semanas",30,2023-06-07,1.40075,0,0.4,1.00075,2,1,1
"BARRETOS",11,"2023-06-20","covid","mediana",10,2023-06-13,0.48,0.2,0,0.28,1,1,1
"BAURU",12,"2023-06-20","covid","com_atraso",10,2023-06-13,1.98,0,1.6,0.38,4,0,1
"BAURU",32,"2023-06-20","covid","com_atraso",30,2023-06-13,1.97,0,1.6,0.37,4,0,1
"BAURU",15,"2023-06-20","covid","corte 3 semanas",10,2023-06-13,1.19,0,0.4,0.79,2,1,1
"BAURU",35,"2023-06-20","covid","corte 3 semanas",30,2023-06-13,1.82025,0,0.2,1.62025,1,1,1
"BAURU",12,"2023-06-20","covid","mediana",10,2023-06-13,2.56,0,2.4,0.16,4,0,1
"CAMPINAS",12,"2023-06-20","covid","com_atraso",10,2023-06-13,5.435,0,5,0.435,9,0,0
"CAMPINAS",32,"2023-06-20","covid","com_atraso",30,2023-06-13,5.8,0,5.4,0.4,9,0,0
"CAMPINAS",15,"2023-06-20","covid","corte 3 semanas",10,2023-06-20,13.68,0,13.2,0.48,20,0,0
"CAMPINAS",35,"2023-06-20","covid","corte 3 semanas",30,2023-06-20,14.63075,0,14.17,0.460749999999999,21,0,0
"CAMPINAS",12,"2023-06-20","covid","mediana",10,2023-06-13,1.47,0,0.4,1.07,2,1,1
"FRANCA",12,"2023-06-20","covid","com_atraso",10,2023-06-02,0.28,0,0,0.28,0,1,1
"FRANCA",31,"2023-06-20","covid","com_atraso",30,2023-06-02,0.26,0,0,0.26,0,1,1
"FRANCA",15,"2023-06-20","covid","corte 3 semanas",10,2023-06-02,0.5805,0,0.2,0.3805,1,1,1
"FRANCA",35,"2023-06-20","covid","corte 3 semanas",30,2023-06-02,0.52,0,0.2,0.32,1,1,1
"FRANCA",12,"2023-06-20","covid","mediana",10,2023-06-02,0.30025,0,0,0.30025,0,1,1
"GRANDE SÃO PAULO",10,"2023-06-20","covid","com_atraso",10,2023-06-13,21.52,0,21,0.52,25,0,0
"GRANDE SÃO PAULO",32,"2023-06-20","covid","com_atraso",30,2023-06-13,21.91,0,21.4,0.51,25,0,0
"GRANDE SÃO PAULO",13,"2023-06-20","covid","corte 3 semanas",10,2023-06-13,8.80025,0,6.8,2.00025,16,0,1
"GRANDE SÃO PAULO",35,"2023-06-20","covid","corte 3 semanas",30,2023-06-13,11.95,0,9.6,2.35,22,0,1
"GRANDE SÃO PAULO",12,"2023-06-20","covid","mediana",10,2023-06-13,7.6,0,6.4,1.2,14,0,1
"MARÍLIA",12,"2023-06-20","covid","com_atraso",10,2023-06-13,3.25,0,3,0.25,5,0,0
"MARÍLIA",32,"2023-06-20","covid","com_atraso",30,2023-06-13,2.86,0,2.6,0.26,5,0,1
"MARÍLIA",15,"2023-06-20","covid","corte 3 semanas",10,2023-06-18,0.8,0,0.2,0.6,1,1,1
"MARÍLIA",35,"2023-06-20","covid","corte 3 semanas",30,2023-06-18,1.38,0,0.4,0.98,2,1,1
"MARÍLIA",12,"2023-06-20","covid","mediana",10,2023-06-13,2.59,0,2.2,0.39,5,0,1
"PIRACICABA",12,"2023-06-20","covid","com_atraso",10,2023-06-13,1.4,0,1,0.4,3,0,1
"PIRACICABA",32,"2023-06-20","covid","com_atraso",30,2023-06-13,1.39,0,1,0.39,3,0,1
"PIRACICABA",15,"2023-06-20","covid","corte 3 semanas",10,2023-06-10,1.80075,0,1.4,0.400749999999999,3,0,1
"PIRACICABA",35,"2023-06-20","covid","corte 3 semanas",30,2023-06-10,1.74,0,1.4,0.34,3,0,1
"PIRACICABA",12,"2023-06-20","covid","mediana",10,2023-06-20,0.835,0.2,0,0.635,1,1,1
"PRESIDENTE PRUDENTE",12,"2023-06-20","covid","com_atraso",10,2023-06-02,0.60025,0.2,0,0.40025,1,1,1
"PRESIDENTE PRUDENTE",32,"2023-06-20","covid","com_atraso",30,2023-06-02,0.59,0.2,0,0.39,1,1,1
"PRESIDENTE PRUDENTE",15,"2023-06-20","covid","corte 3 semanas",10,2023-05-25,1.34,0,1,0.34,3,0,1
"PRESIDENTE PRUDENTE",35,"2023-06-20","covid","corte 3 semanas",30,2023-05-25,1.36,0,1,0.36,3,0,1
"PRESIDENTE PRUDENTE",12,"2023-06-20","covid","mediana",10,2023-06-02,6.3775,3.2,0,3.1775,10,0,1
"REGISTRO",12,"2023-06-20","covid","com_atraso",10,2023-05-31,0.57,0.2,0,0.37,1,1,1
"REGISTRO",31,"2023-06-20","covid","com_atraso",30,2023-05-31,0.86025,0.6,0,0.26025,1,0,1
"REGISTRO",15,"2023-06-20","covid","corte 3 semanas",10,2023-06-01,1.5615,0.8,0,0.761499999999999,2,0,1
"REGISTRO",35,"2023-06-20","covid","corte 3 semanas",30,2023-06-01,1.46025,0.8,0,0.66025,2,0,1
"REGISTRO",12,"2023-06-20","covid","mediana",10,2023-05-31,0.0302499999999998,0,0,0.0302499999999998,0,1,1
"RIBEIRÃO PRETO",12,"2023-06-20","covid","com_atraso",10,2023-06-08,0.6,0,0.2,0.4,1,1,1
"RIBEIRÃO PRETO",32,"2023-06-20","covid","com_atraso",30,2023-06-08,0.27,0,0,0.27,0,1,1
"RIBEIRÃO PRETO",15,"2023-06-20","covid","corte 3 semanas",10,2023-06-10,32.42125,3.6,0,28.82125,14,0,1
"RIBEIRÃO PRETO",35,"2023-06-20","covid","corte 3 semanas",30,2023-06-10,22.002,8.4,0,13.602,26,0,1
"RIBEIRÃO PRETO",12,"2023-06-20","covid","mediana",10,2023-06-08,0.63,0,0.2,0.43,1,1,1
"SOROCABA",12,"2023-06-20","covid","com_atraso",10,2023-06-13,1.39,0,1,0.39,3,0,1
"SOROCABA",32,"2023-06-20","covid","com_atraso",30,2023-06-13,1.68,0,1.4,0.28,3,0,1
"SOROCABA",15,"2023-06-20","covid","corte 3 semanas",10,2023-06-15,2.36025,0.4,0,1.96025,2,1,1
"SOROCABA",35,"2023-06-20","covid","corte 3 semanas",30,2023-06-15,3.40025,0.4,0,3.00025,2,1,1
"SOROCABA",12,"2023-06-20","covid","mediana",10,2023-06-20,0.71,0,0,0.71,0,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-06-20","covid","com_atraso",10,2023-06-06,3.78,0,3,0.78,7,0,1
"SÃO JOSÉ DO RIO PRETO",32,"2023-06-20","covid","com_atraso",30,2023-06-06,4.53,0,4,0.53,8,0,1
"SÃO JOSÉ DO RIO PRETO",15,"2023-06-20","covid","corte 3 semanas",10,2023-06-17,9.243,0,8.4,0.842999999999997,16,0,1
"SÃO JOSÉ DO RIO PRETO",35,"2023-06-20","covid","corte 3 semanas",30,2023-06-17,9.57,0,9.2,0.37,16,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-06-20","covid","mediana",10,2023-06-13,4.03,0,3.2,0.83,8,0,1
"SÃO JOÃO DA BOA VISTA",12,"2023-06-20","covid","com_atraso",10,2023-06-10,0.48,0,0.2,0.28,1,1,1
"SÃO JOÃO DA BOA VISTA",32,"2023-06-20","covid","com_atraso",30,2023-06-10,0.47,0,0.2,0.27,1,1,1
"SÃO JOÃO DA BOA VISTA",15,"2023-06-20","covid","corte 3 semanas",10,2023-06-08,0.52025,0,0.2,0.32025,1,1,1
"SÃO JOÃO DA BOA VISTA",35,"2023-06-20","covid","corte 3 semanas",30,2023-06-08,0.74,0,0.4,0.34,2,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-06-20","covid","mediana",10,2023-06-17,0.76,0.2,0,0.56,1,1,1
"TAUBATÉ",12,"2023-06-20","covid","com_atraso",10,2023-06-17,13.58,0,13.2,0.38,16,0,0
"TAUBATÉ",32,"2023-06-20","covid","com_atraso",30,2023-06-17,13.87,0,13.6,0.27,16,0,0
"TAUBATÉ",15,"2023-06-20","covid","corte 3 semanas",10,2023-06-16,6.3205,0,4.8,1.5205,12,0,1
"TAUBATÉ",35,"2023-06-20","covid","corte 3 semanas",30,2023-06-16,6.00025,0,3.2,2.80025,12,0,1
"TAUBATÉ",12,"2023-06-20","covid","mediana",10,2023-06-17,5.33,0,4.4,0.93,10,0,1
"ARARAQUARA",12,"2023-07-03","covid","com_atraso",10,2023-06-23,0.8,0,0.4,0.4,2,1,1
"ARARAQUARA",32,"2023-07-03","covid","com_atraso",30,2023-06-23,0.78,0,0.4,0.38,2,1,1
"ARARAQUARA",15,"2023-07-03","covid","corte 3 semanas",10,2023-06-23,1.2,0,0.8,0.4,2,0,1
"ARARAQUARA",35,"2023-07-03","covid","corte 3 semanas",30,2023-06-23,1.52,0,1,0.52,3,0,1
"ARAÇATUBA",12,"2023-07-03","covid","com_atraso",10,2023-06-22,0.56025,0,0.2,0.36025,1,1,1
"ARAÇATUBA",32,"2023-07-03","covid","com_atraso",30,2023-06-22,0.57,0,0.2,0.37,1,1,1
"ARAÇATUBA",15,"2023-07-03","covid","corte 3 semanas",10,2023-06-20,0.870999999999999,0,0.2,0.670999999999999,1,1,1
"ARAÇATUBA",35,"2023-07-03","covid","corte 3 semanas",30,2023-06-20,0.77025,0,0.2,0.57025,1,1,1
"BAIXADA SANTISTA",12,"2023-07-03","covid","com_atraso",10,2023-06-24,0.6,0.2,0,0.4,1,1,1
"BAIXADA SANTISTA",32,"2023-07-03","covid","com_atraso",30,2023-06-24,0.58,0.2,0,0.38,1,1,1
"BAIXADA SANTISTA",15,"2023-07-03","covid","corte 3 semanas",10,2023-06-22,0.57,0.2,0,0.37,1,1,1
"BAIXADA SANTISTA",35,"2023-07-03","covid","corte 3 semanas",30,2023-06-22,0.75,0.2,0,0.55,1,1,1
"BARRETOS",11,"2023-07-03","covid","com_atraso",10,2023-06-13,0.48,0.2,0,0.28,1,1,1
"BARRETOS",32,"2023-07-03","covid","com_atraso",30,2023-06-13,0.46,0.2,0,0.26,1,1,1
"BARRETOS",15,"2023-07-03","covid","corte 3 semanas",10,2023-06-07,1.78025,0,0.4,1.38025,2,1,1
"BARRETOS",34,"2023-07-03","covid","corte 3 semanas",30,2023-06-07,1.573,0,0.4,1.173,2,1,1
"BAURU",12,"2023-07-03","covid","com_atraso",10,2023-06-29,2.58025,0,2.2,0.38025,5,0,1
"BAURU",32,"2023-07-03","covid","com_atraso",30,2023-06-29,2.88,0,2.6,0.28,5,0,1
"BAURU",15,"2023-07-03","covid","corte 3 semanas",10,2023-06-22,1.61025,0,0.2,1.41025,1,1,1
"BAURU",35,"2023-07-03","covid","corte 3 semanas",30,2023-06-22,2.38025,0,0.2,2.18025,1,1,1
"CAMPINAS",12,"2023-07-03","covid","com_atraso",10,2023-06-24,6.19025,0,5.4,0.79025,11,0,1
"CAMPINAS",32,"2023-07-03","covid","com_atraso",30,2023-06-24,5.72,0,4.8,0.92,10,0,1
"CAMPINAS",15,"2023-07-03","covid","corte 3 semanas",10,2023-07-01,3.17,0,2,1.17,6,0,1
"CAMPINAS",35,"2023-07-03","covid","corte 3 semanas",30,2023-07-01,3.11,0,1.8,1.31,7,0,1
"FRANCA",12,"2023-07-03","covid","com_atraso",10,2023-06-22,0.61025,0,0.2,0.41025,1,1,1
"FRANCA",32,"2023-07-03","covid","com_atraso",30,2023-06-22,0.57,0,0.2,0.37,1,1,1
"FRANCA",15,"2023-07-03","covid","corte 3 semanas",10,2023-06-22,1.41025,0,0.4,1.01025,2,1,1
"FRANCA",34,"2023-07-03","covid","corte 3 semanas",30,2023-06-22,0.58025,0,0.2,0.38025,1,1,1
"GRANDE SÃO PAULO",10,"2023-07-03","covid","com_atraso",10,2023-07-01,15.73,0,15.2,0.53,20,0,0
"GRANDE SÃO PAULO",32,"2023-07-03","covid","com_atraso",30,2023-07-01,15.91,0,15.4,0.51,19,0,0
"GRANDE SÃO PAULO",13,"2023-07-03","covid","corte 3 semanas",10,2023-07-01,5.0805,0,3.2,1.8805,10,0,1
"GRANDE SÃO PAULO",35,"2023-07-03","covid","corte 3 semanas",30,2023-07-01,5.7955,0,3.4,2.3955,13,0,1
"MARÍLIA",12,"2023-07-03","covid","com_atraso",10,2023-06-23,0.455,0,0,0.455,0,1,1
"MARÍLIA",32,"2023-07-03","covid","com_atraso",30,2023-06-23,0.64,0,0,0.64,0,1,1
"MARÍLIA",15,"2023-07-03","covid","corte 3 semanas",10,2023-06-22,1.84025,0,1.4,0.44025,3,0,1
"MARÍLIA",35,"2023-07-03","covid","corte 3 semanas",30,2023-06-22,2.20025,0,1.6,0.60025,4,0,1
"PIRACICABA",12,"2023-07-03","covid","com_atraso",10,2023-06-24,1.1,0,0.8,0.3,2,0,1
"PIRACICABA",32,"2023-07-03","covid","com_atraso",30,2023-06-24,1.09,0,0.8,0.29,2,0,1
"PIRACICABA",15,"2023-07-03","covid","corte 3 semanas",10,2023-06-24,234.14375,0,0,234.14375,0,1,1
"PIRACICABA",35,"2023-07-03","covid","corte 3 semanas",30,2023-06-24,3.5515,0.4,0,3.1515,2,1,1
"PRESIDENTE PRUDENTE",12,"2023-07-03","covid","com_atraso",10,2023-06-16,0.39,0,0,0.39,0,1,1
"PRESIDENTE PRUDENTE",32,"2023-07-03","covid","com_atraso",30,2023-06-16,0.37,0,0,0.37,0,1,1
"PRESIDENTE PRUDENTE",15,"2023-07-03","covid","corte 3 semanas",10,2023-06-16,0.8805,0,0,0.8805,0,1,1
"PRESIDENTE PRUDENTE",35,"2023-07-03","covid","corte 3 semanas",30,2023-06-16,0.9,0,0,0.9,0,1,1
"REGISTRO",12,"2023-07-03","covid","com_atraso",10,2023-06-30,1.37,0.4,0,0.97,2,1,1
"REGISTRO",32,"2023-07-03","covid","com_atraso",30,2023-06-30,1.53,1,0,0.53,3,0,1
"REGISTRO",15,"2023-07-03","covid","corte 3 semanas",10,2023-06-21,0.60025,0,0.2,0.40025,1,1,1
"REGISTRO",34,"2023-07-03","covid","corte 3 semanas",30,2023-06-21,0.47,0,0.2,0.27,1,1,1
"RIBEIRÃO PRETO",12,"2023-07-03","covid","com_atraso",10,2023-07-01,1.4,0,1,0.4,3,0,1
"RIBEIRÃO PRETO",32,"2023-07-03","covid","com_atraso",30,2023-07-01,1.38,0,1,0.38,3,0,1
"RIBEIRÃO PRETO",15,"2023-07-03","covid","corte 3 semanas",10,2023-06-29,1.62125,0,1,0.621249999999999,3,0,1
"RIBEIRÃO PRETO",35,"2023-07-03","covid","corte 3 semanas",30,2023-06-29,1.32,0,1,0.32,3,0,1
"SOROCABA",12,"2023-07-03","covid","com_atraso",10,2023-06-24,1.40025,0,1,0.40025,3,0,1
"SOROCABA",32,"2023-07-03","covid","com_atraso",30,2023-06-24,1.39,0,1,0.39,3,0,1
"SOROCABA",15,"2023-07-03","covid","corte 3 semanas",10,2023-06-24,1.12025,0,0,1.12025,0,1,1
"SOROCABA",35,"2023-07-03","covid","corte 3 semanas",30,2023-06-24,1.92075,0,0.2,1.72075,1,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-07-03","covid","com_atraso",10,2023-07-01,14.15025,0,13.39,0.76025,19,0,0
"SÃO JOSÉ DO RIO PRETO",32,"2023-07-03","covid","com_atraso",30,2023-07-01,15.14,0,14.6,0.54,19,0,0
"SÃO JOSÉ DO RIO PRETO",15,"2023-07-03","covid","corte 3 semanas",10,2023-06-27,9.59,0,8.2,1.39,17,0,1
"SÃO JOSÉ DO RIO PRETO",35,"2023-07-03","covid","corte 3 semanas",30,2023-06-27,10.751,0,9.8,0.950999999999999,19,0,1
"SÃO JOÃO DA BOA VISTA",12,"2023-07-03","covid","com_atraso",10,2023-06-23,0.45,0.2,0,0.25,1,1,1
"SÃO JOÃO DA BOA VISTA",32,"2023-07-03","covid","com_atraso",30,2023-06-23,0.44,0.2,0,0.24,1,1,1
"SÃO JOÃO DA BOA VISTA",15,"2023-07-03","covid","corte 3 semanas",10,2023-06-14,0.890999999999999,0,0,0.890999999999999,0,1,1
"SÃO JOÃO DA BOA VISTA",34,"2023-07-03","covid","corte 3 semanas",30,2023-06-14,1.1205,0,0,1.1205,0,1,1
"TAUBATÉ",12,"2023-07-03","covid","com_atraso",10,2023-06-21,7.16,0,6.4,0.76,12,0,0
"TAUBATÉ",32,"2023-07-03","covid","com_atraso",30,2023-06-21,9.52,0,9,0.52,13,0,0
"TAUBATÉ",15,"2023-07-03","covid","corte 3 semanas",10,2023-06-21,3.69,0,1.4,2.29,7,1,1
"TAUBATÉ",35,"2023-07-03","covid","corte 3 semanas",30,2023-06-21,6.0015,0,2.2,3.8015,11,1,1
"ARARAQUARA",12,"2023-07-04","covid","com_atraso",10,2023-06-27,1.99,0,1.6,0.39,4,0,1
"ARARAQUARA",32,"2023-07-04","covid","com_atraso",30,2023-06-27,1.69,0,1.4,0.29,3,0,1
"ARARAQUARA",15,"2023-07-04","covid","corte 3 semanas",10,2023-06-30,1.16025,0,0.8,0.36025,2,0,1
"ARARAQUARA",35,"2023-07-04","covid","corte 3 semanas",30,2023-06-30,1.71525,0,1.3,0.41525,3,0,1
"ARAÇATUBA",12,"2023-07-04","covid","com_atraso",10,2023-06-27,0.26,0,0,0.26,0,1,1
"ARAÇATUBA",32,"2023-07-04","covid","com_atraso",30,2023-06-27,0.26,0,0,0.26,0,1,1
"ARAÇATUBA",15,"2023-07-04","covid","corte 3 semanas",10,2023-06-20,0.5705,0,0.2,0.3705,1,1,1
"ARAÇATUBA",35,"2023-07-04","covid","corte 3 semanas",30,2023-06-20,0.86025,0,0.2,0.66025,1,1,1
"BAIXADA SANTISTA",12,"2023-07-04","covid","com_atraso",10,2023-06-24,0.49,0.2,0,0.29,1,1,1
"BAIXADA SANTISTA",32,"2023-07-04","covid","com_atraso",30,2023-06-24,0.58,0.2,0,0.38,1,1,1
"BAIXADA SANTISTA",15,"2023-07-04","covid","corte 3 semanas",10,2023-06-22,0.6105,0.2,0,0.4105,1,1,1
"BAIXADA SANTISTA",35,"2023-07-04","covid","corte 3 semanas",30,2023-06-22,0.720999999999999,0.2,0,0.520999999999999,1,1,1
"BARRETOS",11,"2023-07-04","covid","com_atraso",10,2023-06-13,0.47,0.2,0,0.27,1,1,1
"BARRETOS",32,"2023-07-04","covid","com_atraso",30,2023-06-13,0.46,0.2,0,0.26,1,1,1
"BARRETOS",15,"2023-07-04","covid","corte 3 semanas",10,2023-06-07,1.34225,0,0.4,0.942249999999998,2,1,1
"BARRETOS",34,"2023-07-04","covid","corte 3 semanas",30,2023-06-07,1.43525,0,0.4,1.03525,2,1,1
"BAURU",12,"2023-07-04","covid","com_atraso",10,2023-06-29,2.88,0,2.6,0.28,5,0,1
"BAURU",32,"2023-07-04","covid","com_atraso",30,2023-06-29,2.87,0,2.6,0.27,5,0,1
"BAURU",15,"2023-07-04","covid","corte 3 semanas",10,2023-06-22,2.35075,0,0.2,2.15075,1,1,1
"BAURU",35,"2023-07-04","covid","corte 3 semanas",30,2023-06-22,3.28125,0.4,0,2.88125,2,1,1
"CAMPINAS",12,"2023-07-04","covid","com_atraso",10,2023-06-24,6.18,0,5.4,0.78,11,0,1
"CAMPINAS",32,"2023-07-04","covid","com_atraso",30,2023-06-24,5.90025,0,5,0.90025,11,0,1
"CAMPINAS",15,"2023-07-04","covid","corte 3 semanas",10,2023-07-01,3.41025,0,2.2,1.21025,7,0,1
"CAMPINAS",35,"2023-07-04","covid","corte 3 semanas",30,2023-07-01,3.12025,0,1.8,1.32025,7,0,1
"FRANCA",12,"2023-07-04","covid","com_atraso",10,2023-06-20,0.55,0,0,0.55,0,1,1
"FRANCA",32,"2023-07-04","covid","com_atraso",30,2023-06-20,0.4,0,0,0.4,0,1,1
"FRANCA",15,"2023-07-04","covid","corte 3 semanas",10,2023-06-22,0.63,0,0.2,0.43,1,1,1
"FRANCA",34,"2023-07-04","covid","corte 3 semanas",30,2023-06-22,0.60025,0,0.2,0.40025,1,1,1
"GRANDE SÃO PAULO",10,"2023-07-04","covid","com_atraso",10,2023-06-27,16.99,0,16.2,0.79,23,0,0
"GRANDE SÃO PAULO",32,"2023-07-04","covid","com_atraso",30,2023-06-27,18.64,0,18,0.64,22,0,0
"GRANDE SÃO PAULO",13,"2023-07-04","covid","corte 3 semanas",10,2023-06-27,6.93025,0,4.8,2.13025,14,0,1
"GRANDE SÃO PAULO",35,"2023-07-04","covid","corte 3 semanas",30,2023-06-27,8.63,0,6,2.63,18,0,1
"MARÍLIA",12,"2023-07-04","covid","com_atraso",10,2023-06-27,0.49,0.2,0,0.29,1,1,1
"MARÍLIA",32,"2023-07-04","covid","com_atraso",30,2023-06-27,0.48,0.2,0,0.28,1,1,1
"MARÍLIA",15,"2023-07-04","covid","corte 3 semanas",10,2023-06-29,2.12025,0,1.6,0.52025,4,0,1
"MARÍLIA",35,"2023-07-04","covid","corte 3 semanas",30,2023-06-29,2.3905,0,2,0.3905,4,0,1
"PIRACICABA",12,"2023-07-04","covid","com_atraso",10,2023-06-24,0.8,0,0.4,0.4,2,1,1
"PIRACICABA",32,"2023-07-04","covid","com_atraso",30,2023-06-24,1.08,0,0.8,0.28,2,0,1
"PIRACICABA",15,"2023-07-04","covid","corte 3 semanas",10,2023-06-24,97.4227499999993,0,0.2,97.2227499999993,1,1,1
"PIRACICABA",35,"2023-07-04","covid","corte 3 semanas",30,2023-06-24,2.8705,0.4,0,2.4705,2,1,1
"PRESIDENTE PRUDENTE",12,"2023-07-04","covid","com_atraso",10,2023-06-16,0.39025,0,0,0.39025,0,1,1
"PRESIDENTE PRUDENTE",32,"2023-07-04","covid","com_atraso",30,2023-06-16,0.37,0,0,0.37,0,1,1
"PRESIDENTE PRUDENTE",15,"2023-07-04","covid","corte 3 semanas",10,2023-06-16,0.59,0,0,0.59,0,1,1
"PRESIDENTE PRUDENTE",35,"2023-07-04","covid","corte 3 semanas",30,2023-06-16,0.89,0,0,0.89,0,1,1
"REGISTRO",12,"2023-07-04","covid","com_atraso",10,2023-06-30,1.62075,0.6,0,1.02075,3,1,1
"REGISTRO",32,"2023-07-04","covid","com_atraso",30,2023-06-30,1.53,1,0,0.53,3,0,1
"REGISTRO",15,"2023-07-04","covid","corte 3 semanas",10,2023-06-21,0.75025,0,0.4,0.35025,2,1,1
"REGISTRO",34,"2023-07-04","covid","corte 3 semanas",30,2023-06-21,0.47025,0,0.2,0.27025,1,1,1
"RIBEIRÃO PRETO",12,"2023-07-04","covid","com_atraso",10,2023-06-27,0.56,0,0,0.56,0,1,1
"RIBEIRÃO PRETO",32,"2023-07-04","covid","com_atraso",30,2023-06-27,0.5,0,0,0.5,0,1,1
